id_conversa;id_cliente;contatos_previos;reabertura;idioma;segmento_cliente;origem_contato;categoria_assunto;categoria_prevista;area_prevista
CONV-034323;CLI-D66E5F40DCD3;2;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-034307;CLI-FCC44C5CC771;3;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-034530;CLI-2CF9C8E86A4D;8;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-034427;CLI-2AF8B53CDCD9;1;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-034300;CLI-289CA2DFF261;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-034567;CLI-4591381686BF;3;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-034553;CLI-57E2037DCAEB;2;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-034539;CLI-9B8CE414F9C1;4;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-034565;CLI-B91966013D52;11;False;PT;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-034492;CLI-05B97C0AA5A3;3;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-034407;CLI-69C784384088;0;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-034289;CLI-14C9A587A011;0;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-034548;CLI-4956D0B1A315;0;False;PT;Correntista Nacional;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-034340;CLI-33A6CC92EE4F;7;True;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-034301;CLI-CBBE4F2BB5A8;0;False;PT;Correntista Nacional;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-034281;CLI-605535EE252D;3;True;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-034433;CLI-D39D7C4C66FA;15;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-034495;CLI-F70589871240;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-034573;CLI-3C84A610E90E;5;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-034504;CLI-EF2CCDFC00D9;0;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-034520;CLI-AAE3AAB86918;9;False;EN;Correntista Nacional;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-034486;CLI-33A51D036AAE;4;True;ES;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-034456;CLI-62CA2D0C7B21;1;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-034324;CLI-C26A7E459F47;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-034584;CLI-B64BC32FFB2D;8;False;PT;CDE;Ativo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-034519;CLI-FC77C4218659;19;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-034487;CLI-E813B869F39F;1;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-034405;CLI-F564BCA1CBB7;0;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-034551;CLI-34775974D338;0;False;EN;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-034350;CLI-966FEDDE63C1;1;False;EN;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-034343;CLI-754D4647B944;6;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-034386;CLI-DE5581CF77BC;8;True;PT;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-034403;CLI-59EC559EFF9D;1;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-034297;CLI-C01E6CCAB380;8;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-034494;CLI-DCAEFBA3398C;3;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-034532;CLI-3484C542083B;2;False;EN;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-034367;CLI-4C90A521B637;10;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-034448;CLI-0E8F86F6CFD0;3;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-034561;CLI-E98C18437534;3;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-034450;CLI-A26D3AD8A60B;4;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029221;CLI-234E649D75E3;30;True;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029208;CLI-8E820B00EF5E;0;False;PT;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-029241;CLI-FF7B61C5E727;0;False;PT;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-029170;CLI-2D1AD22D352F;2;True;PT;CDE;Ativo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029300;CLI-F97DE6683DDA;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029189;CLI-7F1D0B28C430;0;False;ES;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029174;CLI-81BC2839B94A;3;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029192;CLI-7C52A7B20AEC;0;False;EN;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-029126;CLI-8C1DFDB305FC;1;False;ES;CDE;Ativo;Disparo Ativo;Disparo Ativo;
CONV-029155;CLI-657E44B2BAD9;0;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-029286;CLI-848259C9135D;16;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029260;CLI-34D9177A511B;10;True;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029272;CLI-8A3A43EBBAAD;4;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029132;CLI-DB12BCB585BD;9;True;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-029273;CLI-1D7893CCBC53;5;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029211;CLI-D528FB88C7E3;8;True;EN;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-029310;CLI-8A5B42BACA16;3;True;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029150;CLI-7D4C22B9F2F8;6;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029288;CLI-DAD03EAD21CA;5;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029097;CLI-5E9EFD67C3C5;1;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029136;CLI-385BF91F5D74;3;True;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-029218;CLI-E37E7D0A3627;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029131;CLI-E67C3FA34A61;3;False;ES;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-029291;CLI-F976C7C19FC6;0;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029176;CLI-EB7F1C2D9A94;0;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029203;CLI-1FAC7D0509B6;1;False;PT;Correntista Nacional;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029287;CLI-41CA9943C2B3;0;False;PT;Correntista Nacional;Ativo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-029248;CLI-8EC9DDBFBB08;0;False;PT;Correntista Nacional;Ativo;Disparo Ativo;Disparo Ativo;
CONV-029222;CLI-F9932869D2F3;5;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-029216;CLI-876B3428CB3E;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029258;CLI-CCE1A7821046;4;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-029279;CLI-2020600986DE;4;True;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-029207;CLI-FCBAC23106FA;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029304;CLI-973A10AF107F;6;True;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029143;CLI-A794D8E976B9;11;True;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029171;CLI-4C90A521B637;8;True;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029245;CLI-8CE4758A001F;4;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029104;CLI-66A2D52BB2B1;3;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-029289;CLI-8FBC760764D0;2;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029144;CLI-65F147694CCD;0;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-029280;CLI-8522F19E5738;3;False;ES;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-029123;CLI-A2C91A4C8F59;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-029180;CLI-FE49888AA5E5;3;True;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029220;CLI-DA4443F94A33;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029110;CLI-D5924A81460C;2;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-029225;CLI-1AF4D9C8920B;11;True;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-029198;CLI-234E965E00CC;2;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-029121;CLI-D8525FB4D257;0;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-029160;CLI-CDCB272BD403;2;True;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-029253;CLI-C1F9960A23C5;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006741;CLI-282DEC36C9F0;0;False;ES;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-006820;CLI-BEAB42FDF6D1;0;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-006755;CLI-F7C638D4410E;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-006853;CLI-95C66CE146CE;0;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-006684;CLI-B0369D6282BF;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006722;CLI-E9A159377A10;1;False;EN;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-006854;CLI-996E6EC77A6F;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-006678;CLI-E58E89C8E8E1;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006699;CLI-CE73850D6FAB;0;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-006825;CLI-7B275FDBC54A;0;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-006805;CLI-A648482F9FD9;0;False;ES;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-006823;CLI-75F734A6D441;3;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-006692;CLI-FE4BE13EB7F5;2;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-006694;CLI-D583948800A5;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006693;CLI-0149082DEF5E;6;True;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006768;CLI-B873EE9E3DFC;0;False;ES;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-006808;CLI-65D990F1C66D;0;False;ES;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-006802;CLI-3755925AD451;1;False;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-006663;CLI-FF79C3BD9B62;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006757;CLI-AF31E6B5F604;1;False;ES;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-006695;CLI-81AD6700C858;0;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006756;CLI-F74A5D8C3BCF;0;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-006860;CLI-64F77156BEB3;2;True;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006714;CLI-F4B86ED315DC;2;False;PT;Correntista Nacional;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-006771;CLI-3B0CED7600F4;1;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-006727;CLI-3A119D960570;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-006819;CLI-81D081B4E06D;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-006669;CLI-28E5B18C6CE0;0;False;EN;CDE;Ativo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006729;CLI-B7631636B6EE;0;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-006702;CLI-3F33F1EA292E;2;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-006759;CLI-696C7309DA12;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-006833;CLI-7157EE101327;0;False;EN;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-006857;CLI-0932908F4BF8;7;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-006847;CLI-385BF91F5D74;0;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-006774;CLI-CB0BD2F53AF7;2;False;EN;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-006664;CLI-5E2B6F265004;1;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-006730;CLI-68E23CE5EF31;0;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-006846;CLI-ABC8B9D08592;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-006667;CLI-913B8DE95253;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-006844;CLI-37F77C3CCE93;1;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-006834;CLI-919C0383F261;2;True;ES;CDE;Ativo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-006826;CLI-1F130C0E836A;1;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-014098;CLI-425538A175CD;0;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-014090;CLI-365A1DF265CA;3;True;ES;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-014159;CLI-E7B56E703197;0;False;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-013989;CLI-394C05C8F790;1;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-013987;CLI-8A9AD91AA096;0;False;PT;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-013988;CLI-F2619D4C1702;5;False;PT;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-014104;CLI-C1F767B29AD5;1;True;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-013977;CLI-6BBF4ECC7D78;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-013996;CLI-B32936D9A437;0;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-013970;CLI-2FF577BCA522;1;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-014134;CLI-60E5EB939A78;2;False;PT;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-014006;CLI-2A1D7F840566;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-014095;CLI-F6E536DA36BF;2;True;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-014091;CLI-58E71CFAF246;2;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-013986;CLI-5D9F2E8981AC;5;True;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-013973;CLI-7F58FE624ACB;1;False;PT;CDE;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-014093;CLI-CDC126583B1C;3;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-014156;CLI-185063C8F83F;0;False;EN;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-014113;CLI-D873F4D92827;1;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-014081;CLI-F4B86ED315DC;7;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-014158;CLI-63D3BE414857;2;False;EN;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-014121;CLI-919C0383F261;5;False;ES;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-014029;CLI-F4B86ED315DC;6;True;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-014001;CLI-D528FB88C7E3;5;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-014143;CLI-2D508858EDF6;0;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-014060;CLI-5904CF20DFBD;6;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-014012;CLI-84FF6B1C39FC;3;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-013985;CLI-DA06296D9581;1;True;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-014027;CLI-A4F18504B38F;5;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-014056;CLI-9630C76FF59D;0;False;PT;CDE;Ativo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-014002;CLI-27939A89109F;2;False;PT;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-014128;CLI-8E75F1345DF1;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-013982;CLI-D2E3AD3155B2;0;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-014162;CLI-60E14B64A28A;0;False;EN;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-014140;CLI-91D931FAA9D6;0;False;ES;CDE;Ativo;Cambio;Cambio;Cambio/Backoffice
CONV-014079;CLI-D3D20E55791B;0;False;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-014052;CLI-12A97F51EAB7;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-014032;CLI-584FF72C6984;1;True;PT;CDE;Ativo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-013968;CLI-6489BC434D92;0;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-013975;CLI-71B835BD3034;2;False;PT;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-014131;CLI-5F30C4932DF0;0;False;EN;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-014102;CLI-3AB3927E30DE;2;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-014117;CLI-AAE3AAB86918;4;True;EN;Correntista Nacional;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-014086;CLI-BEEB7A6BF77A;1;True;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-014030;CLI-CCE1A7821046;2;False;PT;Correntista Nacional;Receptivo;Investimentos CDB;Investimentos CDB;Investimentos
CONV-014111;CLI-29A539AAB733;4;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-014020;CLI-791105C75A64;0;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-014007;CLI-FFF2AACDF8E1;2;False;PT;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-014013;CLI-4465DAE1CBA7;1;False;PT;Correntista Nacional;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-014125;CLI-C288B7C236EC;0;False;PT;Correntista Nacional;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-014058;CLI-2850BEBCC44F;1;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-014070;CLI-8FF227D78068;0;False;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-014161;CLI-BFDC8DBFC333;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-014040;CLI-D5EC3789016E;4;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-014101;CLI-3AF18C93789B;2;True;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-009236;CLI-05AE49705316;0;False;EN;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-009196;CLI-3136221BCF0E;2;False;PT;Correntista Nacional;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-009065;CLI-E0D46D199967;0;False;EN;CDE;Receptivo;Termos e Documentacao BR;Termos e Documentacao BR;Cadastro/Onboarding
CONV-009015;CLI-FBFE839FA208;3;False;ES;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-009018;CLI-7F9F64AE9BA1;0;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-009202;CLI-5F52B58D66A8;1;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-008987;CLI-9AF861FBEB87;0;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-009148;CLI-C6616FBE7B9A;0;False;PT;CDE;Receptivo;Ruido / Nao-atendimento;Ruido / Nao-atendimento;
CONV-008970;CLI-20BF3692C3A5;0;False;PT;CDE;Receptivo;Saldo e Extrato;Saldo e Extrato;Backoffice
CONV-008991;CLI-00B062335FC1;0;False;PT;CDE;Receptivo;Alteracao de Limites;Alteracao de Limites;Mesa de Limites
CONV-009222;CLI-970D4ED35D0F;0;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-009070;CLI-C546DEDB656A;0;False;PT;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-009079;CLI-BAEE19E4D5A8;0;False;PT;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-008989;CLI-D99FFEF82ED4;0;False;PT;CDE;Receptivo;Bloqueio TED/PIX;Bloqueio TED/PIX;Prevencao a Fraude
CONV-009064;CLI-72604B129828;0;False;EN;CDE;Receptivo;Cambio;Cambio;Cambio/Backoffice
CONV-008979;CLI-0295295688B5;0;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-009181;CLI-369E9AC2DFA5;1;False;EN;CDE;Receptivo;Onboarding - Documentacao;Onboarding - Documentacao;Cadastro/Onboarding
CONV-009003;CLI-D7978266B7AA;0;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
CONV-009214;CLI-98AB3329DB5F;1;False;ES;CDE;Receptivo;Cartao de Credito;Cartao de Credito;Cartoes
CONV-009110;CLI-6780C7072314;0;False;EN;CDE;Receptivo;Primeiro Acesso;Primeiro Acesso;Suporte Tecnico
